author_id,author_name,citing_paper,cited_paper
leS0sXoAAAAJ,B Khan,A hybrid PCA-PR-Seq2Seq-Adam-LSTM framework for time-series power outage prediction,A curriculum learning approach to optimization with application to downlink beamforming
YBlhlncAAAAJ,Y Zhang,Semi-Amortized Encoder-Decoder Network for Beamforming Over Sparse Large-Scale MIMO Channels,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,J Johnston,Semi-Amortized Encoder-Decoder Network for Beamforming Over Sparse Large-Scale MIMO Channels,A curriculum learning approach to optimization with application to downlink beamforming
TfzUhwMAAAAJ,RI Bendjillali,Attn‐BiGRU: Angular‐aware attention with curriculum learning for adaptive beamforming,A curriculum learning approach to optimization with application to downlink beamforming
SHeBCGUAAAAJ,MS Bendelhoum,Attn‐BiGRU: Angular‐aware attention with curriculum learning for adaptive beamforming,A curriculum learning approach to optimization with application to downlink beamforming
JS1b3bsAAAAJ,M Kamline,Attn‐BiGRU: Angular‐aware attention with curriculum learning for adaptive beamforming,A curriculum learning approach to optimization with application to downlink beamforming
f9abrtgAAAAJ,S Das,Synergistic Deep Learning Framework for Forecasting Power Outages,A curriculum learning approach to optimization with application to downlink beamforming
YBlhlncAAAAJ,Y Zhang,Transformer-based Scalable Beamforming Optimization via Deep Residual Learning,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,XY Liu,Transformer-based Scalable Beamforming Optimization via Deep Residual Learning,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,H Liu,Minimized Mainlobe Width Beamforming Based on Sparse Optimization,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,J Zhen - Circuits,Minimized Mainlobe Width Beamforming Based on Sparse Optimization,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,Systems,Minimized Mainlobe Width Beamforming Based on Sparse Optimization,A curriculum learning approach to optimization with application to downlink beamforming
lv5EK6AAAAAJ,J Huang,ZCCL: Significantly improving collective communication with error-bounded lossy compression,Exploring wavelet transform usages for error-bounded scientific data compression
zh3foWUAAAAJ,S Di,ZCCL: Significantly improving collective communication with error-bounded lossy compression,Exploring wavelet transform usages for error-bounded scientific data compression
1sefeCkAAAAJ,X Yu,ZCCL: Significantly improving collective communication with error-bounded lossy compression,Exploring wavelet transform usages for error-bounded scientific data compression
Op1bp3UAAAAJ,Y Zhai,ZCCL: Significantly improving collective communication with error-bounded lossy compression,Exploring wavelet transform usages for error-bounded scientific data compression
0UuCWq0AAAAJ,Z Zhang,ZCCL: Significantly improving collective communication with error-bounded lossy compression,Exploring wavelet transform usages for error-bounded scientific data compression
7X0j6LYAAAAJ,J Liu,ZCCL: Significantly improving collective communication with error-bounded lossy compression,Exploring wavelet transform usages for error-bounded scientific data compression
lv5EK6AAAAAJ,J Huang,hzccl: Accelerating collective communication with co-designed homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
zh3foWUAAAAJ,S Di,hzccl: Accelerating collective communication with co-designed homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
1sefeCkAAAAJ,X Yu,hzccl: Accelerating collective communication with co-designed homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
Op1bp3UAAAAJ,Y Zhai,hzccl: Accelerating collective communication with co-designed homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
7X0j6LYAAAAJ,J Liu,hzccl: Accelerating collective communication with co-designed homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
8PGjapgAAAAJ,Z Jian,hzccl: Accelerating collective communication with co-designed homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
Ppjzn_EAAAAJ,D Tao,MemSens: Significantly Reducing Memory Overhead in Adjoint Sensitivity Analysis Using Novel Error-Bounded Lossy Compression,Exploring wavelet transform usages for error-bounded scientific data compression
XHc6D58AAAAJ,W Liu,MemSens: Significantly Reducing Memory Overhead in Adjoint Sensitivity Analysis Using Novel Error-Bounded Lossy Compression,Exploring wavelet transform usages for error-bounded scientific data compression
No_author_found,C Li,MemSens: Significantly Reducing Memory Overhead in Adjoint Sensitivity Analysis Using Novel Error-Bounded Lossy Compression,Exploring wavelet transform usages for error-bounded scientific data compression
No_author_found,Y Feng,MemSens: Significantly Reducing Memory Overhead in Adjoint Sensitivity Analysis Using Novel Error-Bounded Lossy Compression,Exploring wavelet transform usages for error-bounded scientific data compression
No_author_found,F Deng,MemSens: Significantly Reducing Memory Overhead in Adjoint Sensitivity Analysis Using Novel Error-Bounded Lossy Compression,Exploring wavelet transform usages for error-bounded scientific data compression
fg23kkAAAAAJ,S Vishwakarma,Impact of MAC Unit Design Architectures and Their Applications in Modern Computing: An In-Depth Review,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
rGV0VDUAAAAJ,JJ Lehtomäki,Impact of MAC Unit Design Architectures and Their Applications in Modern Computing: An In-Depth Review,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,Z Khan,Impact of MAC Unit Design Architectures and Their Applications in Modern Computing: An In-Depth Review,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
LWVqxRUAAAAJ,Y Mei,SEVI: Silent Data Corruption of Vector Instructions in Hyper-Scale Datacenters,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
rTUtEHYAAAAJ,S Varshini,SEVI: Silent Data Corruption of Vector Instructions in Hyper-Scale Datacenters,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
FwBOJNgAAAAJ,H Dixit,SEVI: Silent Data Corruption of Vector Instructions in Hyper-Scale Datacenters,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
X3O-iy8AAAAJ,S Sankar,SEVI: Silent Data Corruption of Vector Instructions in Hyper-Scale Datacenters,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
JbpWxZYAAAAJ,MA Bergach,Beating vDSP: A 138 GFLOPS radix-8 Stockham FFT on Apple Silicon via two-tier register-threadgroup memory decomposition,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
JbpWxZYAAAAJ,MA Bergach,From 8 seconds to 370ms: Kernel-fused SAR imaging on Apple Silicon via single-dispatch FFT pipelines,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,MA Bergach - arXiv preprint arXiv:2604.03585,From 8 seconds to 370ms: Kernel-fused SAR imaging on Apple Silicon via single-dispatch FFT pipelines,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,2026,From 8 seconds to 370ms: Kernel-fused SAR imaging on Apple Silicon via single-dispatch FFT pipelines,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
JbpWxZYAAAAJ,MA Bergach,From 8 seconds to 370ms: Kernel-fused SAR imaging on Apple Silicon via single-dispatch FFT pipelines,TurboFNO: High-Performance Fourier Neural Operator with Fused FFT-GEMM-iFFT on GPU
bHydhbIAAAAJ,SI Isah,A Comparison of OFDM Techniques in Massive MIMO on Data Throughput and Spectral Efficiency in Digital Wireless Communication Systems,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,SD Yusuf,A Comparison of OFDM Techniques in Massive MIMO on Data Throughput and Spectral Efficiency in Digital Wireless Communication Systems,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,LF Egbebi,A Comparison of OFDM Techniques in Massive MIMO on Data Throughput and Spectral Efficiency in Digital Wireless Communication Systems,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
DspQdUwAAAAJ,YR Pant,Improving K-Means Clustering: A Comparative Study of Parallelized Version of Modified K-Means Algorithm for Clustering of Satellite Images,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
YBgl3ugAAAAJ,L Leigh,Improving K-Means Clustering: A Comparative Study of Parallelized Version of Modified K-Means Algorithm for Clustering of Satellite Images,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
5i3nVk8AAAAJ,M Dodović,Analyzing the Impact of Kernel Fusion on GPU Tensor Operation Performance: A Systematic Performance Study,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
_cjUcF0AAAAJ,M Mišić,Analyzing the Impact of Kernel Fusion on GPU Tensor Operation Performance: A Systematic Performance Study,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,M Veselinović,Analyzing the Impact of Kernel Fusion on GPU Tensor Operation Performance: A Systematic Performance Study,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
XDjM4QcAAAAJ,J Kim,SSFFT: Energy-Efficient Selective Scaling for Fast Fourier Transform in Embedded GPUs,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
4KH6ny4AAAAJ,S Kim,SSFFT: Energy-Efficient Selective Scaling for Fast Fourier Transform in Embedded GPUs,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
mjxNeSAAAAAJ,G Koo,SSFFT: Energy-Efficient Selective Scaling for Fast Fourier Transform in Embedded GPUs,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,D Yang,SSFFT: Energy-Efficient Selective Scaling for Fast Fourier Transform in Embedded GPUs,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,J Jeon,SSFFT: Energy-Efficient Selective Scaling for Fast Fourier Transform in Embedded GPUs,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,M Gil,SSFFT: Energy-Efficient Selective Scaling for Fast Fourier Transform in Embedded GPUs,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
AQsxZlEAAAAJ,L Rakotoarivony,Unsupervised Incremental Learning Using Confidence-Based Pseudo-Labels,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
C83b8ncAAAAJ,XY Liu,Classical simulation of quantum circuits: Parallel environments and benchmark,Stationary Deep Reinforcement Learning with Quantum K-Spin Hamiltonian Regularization
7nLfsSgAAAAJ,Z Zhang,Classical simulation of quantum circuits: Parallel environments and benchmark,Stationary Deep Reinforcement Learning with Quantum K-Spin Hamiltonian Regularization
7NhA-04AAAAJ,M Zhu,K-spin ising model for combinatorial optimizations over graphs: A reinforcement learning approach,Stationary Deep Reinforcement Learning with Quantum K-Spin Hamiltonian Regularization
No_author_found,XY Liu,K-spin ising model for combinatorial optimizations over graphs: A reinforcement learning approach,Stationary Deep Reinforcement Learning with Quantum K-Spin Hamiltonian Regularization
tdJ4U4IAAAAJ,X Cheng,cuhpx: Gpu-accelerated differentiable spherical harmonic transforms on healpix grids,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
hNhELoYAAAAJ,A Subramaniam,cuhpx: Gpu-accelerated differentiable spherical harmonic transforms on healpix grids,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
MFWUo10AAAAJ,S Wu,cuhpx: Gpu-accelerated differentiable spherical harmonic transforms on healpix grids,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
No_author_found,H He,Design and Implementation of High Reliability Heterogeneous Software Architecture Based on SoC Chip,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
